"start_node","end_node","weight","start_node_degree","end_node_degree"
"chr1:74629619","chr1:74630118",1,2,3
"chr1:74630866","chr1:74630980",92,2,1
"chr1:74630866","chr1:74637641",1,2,1
"chr1:74811382","chr1:74814240",1,2,1
"chr1:74811382","chr1:74821260",1,2,1
"chr1:75120598","chr1:75120947",1,1,1
"chr1:75145352","chr1:75145474",2,1,1
"chr1:75145924","chr1:75146143",3,2,1
"chr1:75145924","chr1:75147995",1,2,1
"chr1:75147693","chr1:75147879",105,2,1
"chr1:75147693","chr1:75147980",22,2,1
"chr1:75167525","chr1:75168467",1,2,3
"chr1:75172357","chr1:75172796",1,2,3
"chr1:75194079","chr1:75196069",1,1,1
"chr1:75220306","chr1:75221437",5,2,2
"chr1:75223796","chr1:75223858",1,2,1
"chr1:75223796","chr1:75224096",3,2,1
"chr1:75223867","chr1:75224141",1,1,1
"chr1:75239018","chr1:75240501",1,3,1
"chr1:75239018","chr1:75240591",1,3,1
"chr1:75239018","chr1:75240647",14,3,1
"chr1:75250691","chr1:75250811",927,5,1
"chr1:75250691","chr1:75251040",29,5,4
"chr1:75250691","chr1:75252256",1,5,5
"chr1:75250855","chr1:75251040",167,5,4
"chr1:75250855","chr1:75251045",1,5,1
"chr1:75250855","chr1:75252256",4,5,5
"chr1:75252362","chr1:75254845",5,2,1
"chr1:75252362","chr1:75255137",1,2,1
"chr1:75285354","chr1:75285942",462,2,3
"chr1:75293448","chr1:75293534",1,2,1
"chr1:75293448","chr1:75293978",2,2,1
"chr1:75361809","chr1:75364441",2,4,3
"chr1:75361809","chr1:75367622",1,4,3
"chr1:75416049","chr1:75417134",1,1,1
"chr1:75456530","chr1:75456836",1,1,1
"chr1:75523027","chr1:75523458",1,2,2
"chr1:75525076","chr1:75525512",151,2,1
"chr1:75525076","chr1:75525521",1,2,1
"chr1:75527580","chr1:75527890",6,2,1
"chr1:75527580","chr1:75527916",1,2,1
"chr1:75534087","chr1:75534270",6,1,1
"chr1:77350485","chr1:77351378",49,2,1
"chr1:77350485","chr1:77351407",290,2,1
"chr1:77505587","chr1:77539329",1,1,1
"chr1:77531966","chr1:77532547",5,2,1
"chr1:77531966","chr1:77532585",48,2,1
"chr1:78401983","chr1:78410379",1,3,1
"chr1:78401983","chr1:78418263",1,3,1
"chr1:78401983","chr1:78420271",796,3,1
"chr1:78585581","chr1:78587668",1,151,4
"chr1:78585581","chr1:78587674",1,151,2
"chr1:78585581","chr1:78587956",1,151,4
"chr1:78585581","chr1:78588801",1,151,6
"chr1:78585581","chr1:78588806",1,151,4
"chr1:78585581","chr1:78593020",1,151,1
"chr1:78585581","chr1:78593617",1,151,1
"chr1:78585581","chr1:78594948",1,151,2
"chr1:78585581","chr1:78597346",2,151,2
"chr1:78585581","chr1:78598909",1,151,1
"chr1:78585581","chr1:78599889",4,151,10
"chr1:78585581","chr1:78601350",1,151,1
"chr1:78585581","chr1:78605942",2,151,1
"chr1:78585581","chr1:78606343",6,151,4
"chr1:78585581","chr1:78606717",1,151,1
"chr1:78585581","chr1:78609034",1,151,1
"chr1:78585581","chr1:78609046",1,151,1
"chr1:78585581","chr1:78609574",1,151,6
"chr1:78585581","chr1:78609585",1,151,4
"chr1:78585581","chr1:78609590",1,151,4
"chr1:78585581","chr1:78611810",1,151,2
"chr1:78585581","chr1:78611814",1,151,1
"chr1:78585581","chr1:78612219",1,151,1
"chr1:78585581","chr1:78616315",1,151,1
"chr1:78585581","chr1:78616323",1,151,1
"chr1:78585581","chr1:78616475",1,151,4
"chr1:78585581","chr1:78616480",1,151,2
"chr1:78585581","chr1:78616485",2,151,4
"chr1:78585581","chr1:78616576",1,151,1
"chr1:78585581","chr1:78616733",1,151,4
"chr1:78585581","chr1:78616782",1,151,1
"chr1:78585581","chr1:78616791",1,151,1
"chr1:78585581","chr1:78616920",1,151,6
"chr1:78585581","chr1:78616924",1,151,10
"chr1:78585581","chr1:78616928",2,151,8
"chr1:78585581","chr1:78617100",1,151,6
"chr1:78585581","chr1:78617104",1,151,2
"chr1:78585581","chr1:78624690",2,151,8
"chr1:78585581","chr1:78625360",1,151,1
"chr1:78585581","chr1:78625368",1,151,1
"chr1:78585581","chr1:78625415",1,151,6
"chr1:78585581","chr1:78632505",16,151,10
"chr1:78585581","chr1:78635169",2,151,1
"chr1:78585581","chr1:78635480",1,151,1
"chr1:78585581","chr1:78635667",2,151,1
"chr1:78585581","chr1:78635926",1,151,1
"chr1:78585581","chr1:78635963",2,151,8
"chr1:78585581","chr1:78636799",1,151,6
"chr1:78585581","chr1:78643314",2,151,1
"chr1:78585581","chr1:78646803",10,151,10
"chr1:78585581","chr1:78647646",1,151,1
"chr1:78585581","chr1:78647855",1,151,1
"chr1:78585581","chr1:78652200",2,151,1
"chr1:78585581","chr1:78669201",2,151,1
"chr1:78585581","chr1:78669224",1,151,1
"chr1:78585581","chr1:78670794",1,151,4
"chr1:78585581","chr1:78670800",2,151,4
"chr1:78585581","chr1:78670820",1,151,4
"chr1:78585581","chr1:78678254",2,151,6
"chr1:78585581","chr1:78678256",1,151,4
"chr1:78585581","chr1:78680857",1,151,1
"chr1:78585581","chr1:78689152",62,151,8
"chr1:78585581","chr1:78689164",4,151,6
"chr1:78585581","chr1:78693680",1,151,4
"chr1:78585581","chr1:78702253",3,151,1
"chr1:78585581","chr1:78711476",2,151,1
"chr1:78585581","chr1:78711673",2,151,6
"chr1:78585581","chr1:78718145",3,151,6
"chr1:78585581","chr1:78718153",4,151,4
"chr1:78585581","chr1:78722879",2,151,1
"chr1:78585581","chr1:78724981",4,151,6
"chr1:78585581","chr1:78762578",32,151,8
"chr1:78585581","chr1:78762583",1372,151,10
"chr1:78585581","chr1:78762585",3837,151,10
"chr1:78585581","chr1:78772453",3,151,4
"chr1:78585581","chr1:78772459",9,151,6
"chr1:78585581","chr1:78772469",1,151,6
"chr1:78585581","chr1:78774852",1,151,1
"chr1:78585581","chr1:78784846",31,151,8
"chr1:78585581","chr1:78784852",1,151,1
"chr1:78585581","chr1:78784863",1,151,6
"chr1:78585581","chr1:78784957",3,151,6
"chr1:78585581","chr1:78790150",2,151,4
"chr1:78585581","chr1:78790160",2,151,1
"chr1:78585581","chr1:78792688",2,151,1
"chr1:78585581","chr1:78800036",2,151,4
"chr1:78585581","chr1:78845795",3,151,4
"chr1:78585581","chr1:78873293",6,151,8
"chr1:78585581","chr1:78886714",22,151,8
"chr1:78585581","chr1:78886720",7,151,6
"chr1:78585581","chr1:78886731",1,151,10
"chr1:78585581","chr1:78887740",5,151,6
"chr1:78585581","chr1:78887745",6,151,8
"chr1:78585583","chr1:78588801",3,118,6
"chr1:78585583","chr1:78589185",1,118,1
"chr1:78585583","chr1:78589285",1,118,2
"chr1:78585583","chr1:78591172",1,118,1
"chr1:78585583","chr1:78599889",35,118,10
"chr1:78585583","chr1:78599919",1,118,2
"chr1:78585583","chr1:78601366",1,118,1
"chr1:78585583","chr1:78602560",1,118,1
"chr1:78585583","chr1:78606866",1,118,1
"chr1:78585583","chr1:78607816",1,118,1
"chr1:78585583","chr1:78609574",1,118,6
"chr1:78585583","chr1:78616271",1,118,1
"chr1:78585583","chr1:78616274",1,118,1
"chr1:78585583","chr1:78616319",1,118,1
"chr1:78585583","chr1:78616475",1,118,4
"chr1:78585583","chr1:78616485",2,118,4
"chr1:78585583","chr1:78616497",1,118,2
"chr1:78585583","chr1:78616733",1,118,4
"chr1:78585583","chr1:78616912",1,118,1
"chr1:78585583","chr1:78616924",1,118,10
"chr1:78585583","chr1:78617100",1,118,6
"chr1:78585583","chr1:78617170",1,118,2
"chr1:78585583","chr1:78620352",1,118,1
"chr1:78585583","chr1:78624690",2,118,8
"chr1:78585583","chr1:78625402",1,118,6
"chr1:78585583","chr1:78625415",1,118,6
"chr1:78585583","chr1:78625925",1,118,4
"chr1:78585583","chr1:78627424",1,118,1
"chr1:78585583","chr1:78627794",1,118,2
"chr1:78585583","chr1:78627900",1,118,1
"chr1:78585583","chr1:78632505",7,118,10
"chr1:78585583","chr1:78633793",1,118,1
"chr1:78585583","chr1:78635963",2,118,8
"chr1:78585583","chr1:78636043",1,118,6
"chr1:78585583","chr1:78646803",3,118,10
"chr1:78585583","chr1:78647702",2,118,1
"chr1:78585583","chr1:78650336",2,118,4
"chr1:78585583","chr1:78655172",1,118,1
"chr1:78585583","chr1:78670794",2,118,4
"chr1:78585583","chr1:78670820",1,118,4
"chr1:78585583","chr1:78675929",2,118,6
"chr1:78585583","chr1:78677126",1,118,1
"chr1:78585583","chr1:78678254",2,118,6
"chr1:78585583","chr1:78684840",2,118,4
"chr1:78585583","chr1:78689152",35,118,8
"chr1:78585583","chr1:78689164",4,118,6
"chr1:78585583","chr1:78699044",3,118,6
"chr1:78585583","chr1:78699052",1,118,6
"chr1:78585583","chr1:78711673",5,118,6
"chr1:78585583","chr1:78711677",2,118,4
"chr1:78585583","chr1:78718145",4,118,6
"chr1:78585583","chr1:78724981",6,118,6
"chr1:78585583","chr1:78762578",61,118,8
"chr1:78585583","chr1:78762583",229,118,10
"chr1:78585583","chr1:78762585",81,118,10
"chr1:78585583","chr1:78772453",14,118,4
"chr1:78585583","chr1:78772466",1,118,8
"chr1:78585583","chr1:78772472",1,118,4
"chr1:78585583","chr1:78776088",2,118,1
"chr1:78585583","chr1:78784846",31,118,8
"chr1:78585583","chr1:78784863",2,118,6
"chr1:78585583","chr1:78843273",1,118,1
"chr1:78585583","chr1:78853065",1,118,1
"chr1:78585583","chr1:78873293",2,118,8
"chr1:78585583","chr1:78884553",3,118,6
"chr1:78585583","chr1:78886714",44,118,8
"chr1:78585583","chr1:78886720",5,118,6
"chr1:78585583","chr1:78886731",3,118,10
"chr1:78585583","chr1:78887745",6,118,8
"chr1:78585585","chr1:78587668",1,125,4
"chr1:78585585","chr1:78588806",1,125,4
"chr1:78585585","chr1:78588833",1,125,1
"chr1:78585585","chr1:78594002",1,125,2
"chr1:78585585","chr1:78594255",1,125,1
"chr1:78585585","chr1:78594400",1,125,1
"chr1:78585585","chr1:78599889",3,125,10
"chr1:78585585","chr1:78601360",1,125,2
"chr1:78585585","chr1:78602687",1,125,1
"chr1:78585585","chr1:78604714",2,125,6
"chr1:78585585","chr1:78610361",1,125,1
"chr1:78585585","chr1:78610795",1,125,2
"chr1:78585585","chr1:78616375",1,125,1
"chr1:78585585","chr1:78616490",1,125,4
"chr1:78585585","chr1:78616718",1,125,1
"chr1:78585585","chr1:78616728",1,125,1
"chr1:78585585","chr1:78616920",2,125,6
"chr1:78585585","chr1:78616924",1,125,10
"chr1:78585585","chr1:78616928",2,125,8
"chr1:78585585","chr1:78617100",1,125,6
"chr1:78585585","chr1:78618936",1,125,1
"chr1:78585585","chr1:78619292",1,125,1
"chr1:78585585","chr1:78620067",1,125,1
"chr1:78585585","chr1:78624690",2,125,8
"chr1:78585585","chr1:78625209",1,125,1
"chr1:78585585","chr1:78625402",2,125,6
"chr1:78585585","chr1:78625411",2,125,2
"chr1:78585585","chr1:78631122",1,125,1
"chr1:78585585","chr1:78632505",8,125,10
"chr1:78585585","chr1:78635963",3,125,8
"chr1:78585585","chr1:78636043",2,125,6
"chr1:78585585","chr1:78636799",1,125,6
"chr1:78585585","chr1:78646803",3,125,10
"chr1:78585585","chr1:78652195",1,125,1
"chr1:78585585","chr1:78655907",2,125,2
"chr1:78585585","chr1:78660491",1,125,1
"chr1:78585585","chr1:78670800",2,125,4
"chr1:78585585","chr1:78670805",1,125,2
"chr1:78585585","chr1:78671004",1,125,4
"chr1:78585585","chr1:78675929",3,125,6
"chr1:78585585","chr1:78681400",1,125,2
"chr1:78585585","chr1:78684840",1,125,4
"chr1:78585585","chr1:78689152",43,125,8
"chr1:78585585","chr1:78689164",6,125,6
"chr1:78585585","chr1:78699044",5,125,6
"chr1:78585585","chr1:78699052",8,125,6
"chr1:78585585","chr1:78711673",7,125,6
"chr1:78585585","chr1:78718153",2,125,4
"chr1:78585585","chr1:78724981",3,125,6
"chr1:78585585","chr1:78746236",2,125,2
"chr1:78585585","chr1:78761410",1,125,1
"chr1:78585585","chr1:78762578",74,125,8
"chr1:78585585","chr1:78762583",55,125,10
"chr1:78585585","chr1:78762585",18,125,10
"chr1:78585585","chr1:78762650",3,125,1
"chr1:78585585","chr1:78772459",6,125,6
"chr1:78585585","chr1:78772466",3,125,8
"chr1:78585585","chr1:78772469",4,125,6
"chr1:78585585","chr1:78772472",1,125,4
"chr1:78585585","chr1:78772477",1,125,1
"chr1:78585585","chr1:78784846",17,125,8
"chr1:78585585","chr1:78784868",2,125,4
"chr1:78585585","chr1:78790150",2,125,4
"chr1:78585585","chr1:78798410",21,125,4
"chr1:78585585","chr1:78853054",3,125,1
"chr1:78585585","chr1:78873293",2,125,8
"chr1:78585585","chr1:78884553",3,125,6
"chr1:78585585","chr1:78886714",41,125,8
"chr1:78585585","chr1:78886720",7,125,6
"chr1:78585585","chr1:78886731",2,125,10
"chr1:78585585","chr1:78887740",2,125,6
"chr1:78585585","chr1:78887745",6,125,8
"chr1:78585587","chr1:78587956",1,106,4
"chr1:78585587","chr1:78593999",1,106,1
"chr1:78585587","chr1:78596021",1,106,1
"chr1:78585587","chr1:78596103",1,106,1
"chr1:78585587","chr1:78599889",3,106,10
"chr1:78585587","chr1:78604714",4,106,6
"chr1:78585587","chr1:78606343",1,106,4
"chr1:78585587","chr1:78608229",1,106,1
"chr1:78585587","chr1:78609574",2,106,6
"chr1:78585587","chr1:78609578",1,106,4
"chr1:78585587","chr1:78609585",1,106,4
"chr1:78585587","chr1:78609590",1,106,4
"chr1:78585587","chr1:78611770",1,106,1
"chr1:78585587","chr1:78612969",1,106,4
"chr1:78585587","chr1:78613102",1,106,1
"chr1:78585587","chr1:78616920",2,106,6
"chr1:78585587","chr1:78616924",1,106,10
"chr1:78585587","chr1:78616928",1,106,8
"chr1:78585587","chr1:78624690",1,106,8
"chr1:78585587","chr1:78625402",1,106,6
"chr1:78585587","chr1:78625925",1,106,4
"chr1:78585587","chr1:78631190",1,106,1
"chr1:78585587","chr1:78631196",1,106,2
"chr1:78585587","chr1:78632505",5,106,10
"chr1:78585587","chr1:78635172",2,106,2
"chr1:78585587","chr1:78635256",1,106,1
"chr1:78585587","chr1:78635963",4,106,8
"chr1:78585587","chr1:78636043",4,106,6
"chr1:78585587","chr1:78636799",1,106,6
"chr1:78585587","chr1:78646803",2,106,10
"chr1:78585587","chr1:78650336",1,106,4
"chr1:78585587","chr1:78669245",1,106,1
"chr1:78585587","chr1:78669291",2,106,1
"chr1:78585587","chr1:78669325",2,106,1
"chr1:78585587","chr1:78674938",1,106,1
"chr1:78585587","chr1:78675929",3,106,6
"chr1:78585587","chr1:78689152",6,106,8
"chr1:78585587","chr1:78693680",1,106,4
"chr1:78585587","chr1:78699044",4,106,6
"chr1:78585587","chr1:78718145",2,106,6
"chr1:78585587","chr1:78720330",3,106,1
"chr1:78585587","chr1:78738007",2,106,1
"chr1:78585587","chr1:78762578",75,106,8
"chr1:78585587","chr1:78762583",22,106,10
"chr1:78585587","chr1:78762585",8,106,10
"chr1:78585587","chr1:78772459",3,106,6
"chr1:78585587","chr1:78772466",8,106,8
"chr1:78585587","chr1:78772469",1,106,6
"chr1:78585587","chr1:78784846",5,106,8
"chr1:78585587","chr1:78784863",1,106,6
"chr1:78585587","chr1:78784868",3,106,4
"chr1:78585587","chr1:78784957",1,106,6
"chr1:78585587","chr1:78798410",16,106,4
"chr1:78585587","chr1:78800036",2,106,4
"chr1:78585587","chr1:78873293",12,106,8
"chr1:78585587","chr1:78884553",3,106,6
"chr1:78585587","chr1:78886714",53,106,8
"chr1:78585587","chr1:78886731",4,106,10
"chr1:78585587","chr1:78887740",7,106,6
"chr1:78585587","chr1:78887745",8,106,8
"chr1:78585590","chr1:78591747",1,37,1
"chr1:78585590","chr1:78594707",1,37,1
"chr1:78585590","chr1:78595151",1,37,1
"chr1:78585590","chr1:78595962",1,37,1
"chr1:78585590","chr1:78597336",1,37,1
"chr1:78585590","chr1:78598613",1,37,1
"chr1:78585590","chr1:78599734",1,37,1
"chr1:78585590","chr1:78607776",1,37,1
"chr1:78585590","chr1:78608315",1,37,1
"chr1:78585590","chr1:78609571",3,37,1
"chr1:78585590","chr1:78610803",2,37,1
"chr1:78585590","chr1:78612957",1,37,1
"chr1:78585590","chr1:78612961",4,37,1
"chr1:78585590","chr1:78612963",2,37,1
"chr1:78585590","chr1:78612965",2,37,2
"chr1:78585590","chr1:78616264",1,37,1
"chr1:78585590","chr1:78622037",1,37,1
"chr1:78585590","chr1:78624688",1,37,1
"chr1:78585590","chr1:78625635",1,37,1
"chr1:78585590","chr1:78626474",1,37,1
"chr1:78585590","chr1:78633060",1,37,1
"chr1:78585590","chr1:78635975",5,37,1
"chr1:78585590","chr1:78651896",3,37,1
"chr1:78585590","chr1:78653750",2,37,1
"chr1:78585590","chr1:78671448",4,37,1
"chr1:78585590","chr1:78671456",12,37,2
"chr1:78585590","chr1:78675923",1,37,1
"chr1:78585590","chr1:78675925",11,37,1
"chr1:78585590","chr1:78678252",1,37,1
"chr1:78585590","chr1:78693677",3,37,1
"chr1:78585590","chr1:78703963",6,37,1
"chr1:78585590","chr1:78843278",2,37,1
"chr1:78585590","chr1:78843280",12,37,1
"chr1:78585590","chr1:78887738",9,37,1
"chr1:78585590","chr1:78887747",2,37,1
"chr1:78585593","chr1:78588801",1,42,6
"chr1:78585593","chr1:78599889",12,42,10
"chr1:78585593","chr1:78607559",1,42,1
"chr1:78585593","chr1:78609578",1,42,4
"chr1:78585593","chr1:78612969",1,42,4
"chr1:78585593","chr1:78616490",1,42,4
"chr1:78585593","chr1:78616849",1,42,1
"chr1:78585593","chr1:78616924",1,42,10
"chr1:78585593","chr1:78616928",3,42,8
"chr1:78585593","chr1:78646803",2,42,10
"chr1:78585593","chr1:78670808",1,42,1
"chr1:78585593","chr1:78671004",2,42,4
"chr1:78585593","chr1:78678254",1,42,6
"chr1:78585593","chr1:78678256",2,42,4
"chr1:78585593","chr1:78699052",5,42,6
"chr1:78585593","chr1:78711677",3,42,4
"chr1:78585593","chr1:78762583",20,42,10
"chr1:78585593","chr1:78762585",9,42,10
"chr1:78585593","chr1:78772466",3,42,8
"chr1:78585593","chr1:78784957",5,42,6
"chr1:78585593","chr1:78843282",2,42,1
"chr1:78585593","chr1:78845795",7,42,4
"chr1:78585593","chr1:78886731",1,42,10
"chr1:78585599","chr1:78595847",1,7,1
"chr1:78585599","chr1:78604714",1,7,6
"chr1:78585599","chr1:78625415",1,7,6
"chr1:78585599","chr1:78632505",1,7,10
"chr1:78635821","chr1:78640857",6,3,1
"chr1:78635821","chr1:78659309",145,3,5
"chr1:78640998","chr1:78642042",10,4,1
"chr1:78640998","chr1:78658293",1,4,1
"chr1:78640998","chr1:78659309",91,4,5
"chr1:78669938","chr1:78671912",34,3,1
"chr1:78669938","chr1:78673797",1,3,3
"chr1:79414736","chr1:79417672",14,1,1
"chr1:79684070","chr1:79685154",1,2,1
"chr1:79684070","chr1:79685168",12,2,1
"chr1:79696992","chr1:79711516",3,2,2
"chr1:80245005","chr1:80246926",7,1,1
"chr1:81055611","chr1:81064973",30,2,1
"chr1:81055611","chr1:81064977",1,2,1
"chr1:81219685","chr1:81223099",1,2,1
"chr1:81219685","chr1:81246758",1,2,1
"chr1:81246969","chr1:81249629",1,2,1
"chr1:81246969","chr1:81275676",1,2,1
"chr1:82705058","chr1:82705787",5,3,1
"chr1:82705058","chr1:82706936",29,3,3
"chr1:82707158","chr1:82708833",10,1,1
"chr1:82709004","chr1:82713136",9,3,1
"chr1:82709004","chr1:82713139",14,3,2
"chr1:82713229","chr1:82717189",1,6,1
"chr1:82713229","chr1:82719538",14,6,1
"chr1:82713229","chr1:82724803",1,6,4
"chr1:82713229","chr1:82728240",15,6,5
"chr1:82719698","chr1:82724803",22,4,4
"chr1:82719698","chr1:82728240",7,4,5
"chr1:82815615","chr1:82817482",3,2,1
"chr1:82815615","chr1:82817560",1,2,1
"chr1:82871304","chr1:82872196",4,1,1
"chr1:83268751","chr1:83317255",168,2,4
"chr1:83340050","chr1:83362614",56,3,1
"chr1:83340050","chr1:83385700",19,3,4
"chr1:83362694","chr1:83385700",4,2,4
"chr1:84058520","chr1:84070580",1,3,1
"chr1:84058520","chr1:84136952",31,3,3
"chr1:84687744","chr1:84688552",1,2,1
"chr1:84687744","chr1:84701211",1,2,1
"chr1:84772049","chr1:84773410",17,3,1
"chr1:84772049","chr1:84792543",15,3,4
"chr1:84773537","chr1:84792543",3,2,4
"chr1:84792691","chr1:84816744",1,2,1
"chr1:84792691","chr1:84816949",7,2,1
"chr1:85746235","chr1:85755341",2,3,1
"chr1:85746235","chr1:85755369",1,3,1
"chr1:85746235","chr1:85763043",7,3,1
"chr1:85830872","chr1:85832934",9,2,1
"chr1:85830872","chr1:85836298",12,2,1
"chr1:85858258","chr1:85858955",1,3,1
"chr1:85858258","chr1:85859899",3,3,1
"chr1:85858258","chr1:85862926",1,3,1
"chr1:85992528","chr1:85998304",9,1,1
"chr1:86022063","chr1:86035182",1,2,1
"chr1:86022063","chr1:86044296",1,2,1
"chr1:86056028","chr1:86058358",621,2,1
"chr1:86056028","chr1:86058368",1,2,1
"chr1:86064839","chr1:86066801",1695,2,1
"chr1:86064839","chr1:86069812",1,2,1
"chr1:86140828","chr1:86172287",15,2,2
"chr1:86278389","chr1:86278605",3,3,3
"chr1:86278389","chr1:86284449",1,3,1
"chr1:86278413","chr1:86278569",1,1,1
"chr1:86278419","chr1:86278533",2421,3,1
"chr1:86278419","chr1:86278629",1,3,3
"chr1:86284464","chr1:86284678",538,2,1
"chr1:86284464","chr1:86284876",2,2,1
"chr1:86285946","chr1:86286288",13,2,1
"chr1:86285946","chr1:86286927",130,2,1
"chr1:86457527","chr1:86457686",205,2,1
"chr1:86457527","chr1:86457725",4,2,1
"chr1:86470934","chr1:86471155",1,2,1
"chr1:86470934","chr1:86475278",1,2,1
"chr1:86520089","chr1:86524472",2,1,1
"chr1:86627797","chr1:86628688",1,2,1
"chr1:86627797","chr1:86630589",3,2,1
"chr1:86672551","chr1:86673062",1,1,1
"chr1:86688112","chr1:86719137",4,2,3
"chr1:87153956","chr1:87155522",254,6,1
"chr1:87153956","chr1:87155629",4,6,1
"chr1:87153956","chr1:87158597",1,6,1
"chr1:87153956","chr1:87160124",15,6,1
"chr1:87153956","chr1:87165567",3,6,3
"chr1:87282209","chr1:87282692",2,2,1
"chr1:87282209","chr1:87282702",2,2,1
"chr1:87301834","chr1:87306693",21,3,1
"chr1:87301834","chr1:87331388",1,3,2
"chr1:87331569","chr1:87334705",5,2,1
"chr1:87331569","chr1:87334723",1,2,1
"chr1:87352949","chr1:87356291",17,1,1
"chr1:87368645","chr1:87369732",3,3,1
"chr1:87368645","chr1:87371366",1,3,3
"chr1:87762350","chr1:87765031",1,1,1
"chr1:87808201","chr1:87809580",6,3,1
"chr1:87808201","chr1:87842821",1,3,3
"chr1:87866161","chr1:87866914",1,2,1
"chr1:87866161","chr1:87866917",93,2,1
"chr1:87867038","chr1:87867898",4,2,1
"chr1:87867038","chr1:87867910",1,2,1
"chr1:87935165","chr1:87935753",1,2,1
"chr1:87935165","chr1:87936159",12,2,1
"chr1:89671619","chr1:89694027",4,3,1
"chr1:89671619","chr1:89716884",1,3,3
"chr1:90203273","chr1:90218345",1,2,5
"chr1:90210861","chr1:90211405",1,3,1
"chr1:90210861","chr1:90218345",1,3,5
"chr1:90266255","chr1:90268706",2,9,3
"chr1:90266255","chr1:90283847",2,9,1
"chr1:90266255","chr1:90301747",1,9,2
"chr1:90266255","chr1:90310328",7,9,4
"chr1:90266255","chr1:90323993",8,9,4
"chr1:90284110","chr1:90310328",1,2,4
"chr1:90324221","chr1:90325578",1,5,1
"chr1:90324221","chr1:90365508",8,5,1
"chr1:90324221","chr1:90365512",3,5,1
"chr1:90324221","chr1:90378945",1,5,6
"chr1:90365580","chr1:90369268",1,4,1
"chr1:90365580","chr1:90378945",5,4,6
"chr1:90365580","chr1:90388097",1,4,1
"chr1:90373115","chr1:90377726",1,3,1
"chr1:90373115","chr1:90378945",1,3,6
"chr1:90379384","chr1:90381862",3,2,1
"chr1:90379384","chr1:90381886",3,2,1
"chr1:90926616","chr1:90948047",1,2,1
"chr1:90926616","chr1:90996284",8,2,1
"chr1:90996372","chr1:91001045",41,1,1
"chr1:91006804","chr1:91009862",1,5,1
"chr1:91006804","chr1:91009988",1,5,4
"chr1:91006804","chr1:91012667",1,5,2
"chr1:91009902","chr1:91009988",1,2,4
"chr1:91012728","chr1:91019323",1,1,1
"chr1:91021360","chr1:91023980",2,1,1
"chr1:91029033","chr1:91032848",13,2,2
"chr1:91035113","chr1:91036301",11,1,1
"chr1:91124632","chr1:91134118",7,3,3
"chr1:91124632","chr1:91150827",10,3,1
"chr1:91166131","chr1:91177334",10,3,1
"chr1:91166131","chr1:91177407",2,3,1
"chr1:91166131","chr1:91177807",3,3,1
"chr1:91178160","chr1:91181936",1,4,1
"chr1:91178160","chr1:91181981",3,4,3
"chr1:91178160","chr1:91181984",1,4,1
"chr1:91204179","chr1:91205982",3,2,1
"chr1:91204179","chr1:91214043",1,2,1
"chr1:91304122","chr1:91306187",177,1,1
"chr1:91306308","chr1:91309572",2,2,2
