"junction","presence_in_cells","total_UMI"
"chr14:76084240-76084683_S",1781,2995
"chr14:76084240-76084683_E",1781,2995
"chr3:94792071-94792227_S",1777,2977
"chr3:130522800-130522877_E",1775,2699
"chr3:14671469-14672236_S",1752,2786
"chr3:14671469-14672236_E",1752,2786
"chr1:72750483-72750830_S",1745,2677
"chr1:72750483-72750830_E",1745,2677
"chr10:75368204-75371094_E",1737,2914
"chr14:74983158-74987084_E",1736,2755
"chr8:106662538-106662627_E",1730,2867
"chr12:71040345-71041124_E",1729,2791
"chr17:36566691-36566835_S",1728,2753
"chr7:45017423-45017727_E",1727,2966
"chr7:15653872-15653967_E",1726,2918
"chr19:6955415-6955757_S",1726,2774
"chr11:69231885-69231984_E",1718,2949
"chr2:148713964-148714736_E",1712,3443
"chr12:111928891-111929663_S",1712,2911
"chr12:111928891-111929663_E",1712,2911
"chr7:126163778-126163874_E",1710,2809
"chr2:84499742-84500330_S",1707,2859
"chr9:57062565-57062695_E",1707,2731
"chr15:31591202-31592430_S",1693,2734
"chr15:31591202-31592430_E",1693,2734
"chr15:55397734-55402425_S",1689,2674
"chr15:55397734-55402425_E",1689,2674
"chr5:115378616-115378697_S",1686,2701
"chr7:45017892-45018564_S",1677,2925
"chr7:45017892-45018564_E",1677,2925
"chr7:118124518-118125046_S",1671,2633
"chr7:118124518-118125046_E",1671,2633
"chr8:71050419-71050662_S",1664,2704
"chr8:71050419-71050662_E",1664,2704
"chr4:129485928-129486059_E",1663,2635
"chr10:128162543-128162886_S",1658,2576
"chr16:4434743-4434989_E",1656,2513
"chr19:10184665-10185080_E",1653,2567
"chr2:179678794-179679175_E",1650,2532
"chr8:105366719-105367151_S",1649,2494
"chr1:74303613-74306929_E",1642,2646
"chr19:44541293-44542107_S",1641,2528
"chr19:44541293-44542107_E",1641,2528
"chr4:155816503-155817929_S",1640,2583
"chr4:155816503-155817929_E",1640,2583
"chr6:83330113-83335128_E",1633,2606
"chr12:87496171-87496573_S",1633,2547
"chr12:87496171-87496573_E",1633,2547
"chr9:112012653-112013336_E",1629,3469
"chr5:124255963-124256047_S",1628,2415
"chr15:93289040-93289334_S",1624,2515
"chr15:93289040-93289334_E",1624,2515
"chr19:32795461-32797242_S",1623,2556
"chr19:32795461-32797242_E",1623,2556
"chr2:26803671-26803924_S",1622,2474
"chr2:26803671-26803924_E",1622,2474
"chr13:36276910-36301057_E",1621,2580
"chr5:138962983-138964900_S",1617,2687
"chr5:138962983-138964900_E",1617,2687
"chr1:162549109-162550678_S",1617,2575
"chr1:162549109-162550678_E",1617,2575
"chr3:108299975-108300326_E",1615,2893
"chr19:4057666-4057769_E",1605,2535
"chrX:152511936-152524035_S",1600,2542
"chrX:152511936-152524035_E",1600,2542
"chr7:123027415-123029355_E",1599,2501
"chr17:13130637-13132656_S",1599,2423
"chr2:10063904-10064311_E",1596,2498
"chr8:23118386-23120358_S",1595,2441
"chr11:115301228-115301463_E",1593,2424
"chrX:169091046-169091285_S",1587,2350
"chr8:94879459-94879652_S",1583,2787
"chr6:87002643-87005276_S",1581,2456
"chr6:87002643-87005276_E",1581,2456
"chr10:90952987-90953074_E",1581,2416
"chr2:5799692-5800359_S",1579,2388
"chr2:5799692-5800359_E",1579,2388
"chrX:72834031-72834259_S",1577,2469
"chrX:72834031-72834259_E",1577,2469
"chr1:86278419-86278533_S",1573,2421
"chr13:100245640-100250472_S",1572,2358
"chr13:100245640-100250472_E",1572,2358
"chr15:102237032-102237146_S",1571,2309
"chr15:102237032-102237146_E",1571,2309
"chr4:138182663-138184028_S",1570,2958
"chr4:138182663-138184028_E",1570,2958
"chr3:105850380-105851002_S",1568,2504
"chr6:145177981-145179973_S",1568,2472
"chr6:145177981-145179973_E",1568,2472
"chr5:138161872-138161997_E",1568,2369
"chr10:80736094-80736315_E",1565,2303
"chr5:117410345-117411737_S",1562,2342
"chr5:117410345-117411737_E",1562,2342
"chr11:116968029-116969601_S",1562,2306
"chr11:116968029-116969601_E",1562,2306
"chr19:47072009-47074393_E",1561,2337
"chr17:37265445-37268457_S",1556,2331
"chr17:37265445-37268457_E",1556,2331
"chr4:125948946-125949172_S",1556,2301
"chr2:155859773-155859990_E",1548,2284
"chr16:56353332-56377241_S",1547,3935
"chr16:56353332-56377241_E",1547,3935
"chr5:145083420-145084644_E",1542,2308
"chr9:74959638-74963916_E",1540,2544
"chr11:23270749-23283438_S",1539,2464
"chr11:23270749-23283438_E",1539,2464
"chr12:25144576-25145309_S",1538,4072
"chr12:25144576-25145309_E",1538,4072
"chr8:121399632-121399959_S",1538,2330
"chr8:121399632-121399959_E",1538,2330
"chr15:43113634-43114875_S",1535,2272
"chr9:108778083-108778502_E",1527,2438
"chr17:25082731-25083166_S",1526,2429
"chr17:25082731-25083166_E",1526,2429
"chr17:35335402-35336671_S",1522,2412
"chr5:137565606-137567567_S",1521,2330
"chr5:137565606-137567567_E",1521,2330
"chr15:81355224-81358043_S",1513,2211
"chr15:81355224-81358043_E",1513,2211
"chr1:10012617-10012834_S",1510,2227
"chr1:10012617-10012834_E",1510,2227
"chr1:171062657-171062841_S",1509,2237
"chr2:155986201-155986378_S",1505,2200
"chr2:155986201-155986378_E",1505,2200
"chr6:124681622-124681901_S",1505,2091
"chr6:124681622-124681901_E",1505,2091
"chr10:33885120-33888067_S",1504,2284
"chr10:33885120-33888067_E",1504,2284
"chr2:25349714-25349786_S",1504,2200
"chr2:25349714-25349786_E",1504,2200
"chr2:25450713-25450980_S",1502,2309
"chr2:25450713-25450980_E",1502,2309
"chr4:43654412-43654512_S",1500,2262
"chr4:43654412-43654512_E",1500,2262
"chr2:25463712-25464199_S",1500,2238
"chr10:29073437-29074940_E",1492,2214
"chr10:80958447-80959453_S",1486,2267
"chr10:80958447-80959453_E",1486,2267
"chr6:24633933-24634570_E",1484,2296
"chr19:6888042-6888119_S",1482,2111
"chr7:30264224-30264519_S",1478,2142
"chr7:30264224-30264519_E",1478,2142
"chr1:42687617-42706000_S",1477,3049
"chr1:42687617-42706000_E",1477,3049
"chr12:71039855-71040279_S",1472,2079
"chr12:71039855-71040279_E",1472,2079
"chr5:145073804-145076776_E",1467,2194
"chr1:160865118-160865564_E",1460,2096
"chr15:44297370-44299007_S",1458,2147
"chr15:44297370-44299007_E",1458,2147
"chr14:24545518-24545842_E",1457,2030
"chr3:146558345-146599756_S",1451,2202
"chr3:146558345-146599756_E",1451,2202
"chr11:113554370-113568129_S",1442,2081
"chr6:125169590-125170185_E",1442,2058
"chr4:126601397-126603271_S",1438,2225
"chr4:126601397-126603271_E",1438,2225
"chr9:121539782-121541630_S",1436,2107
"chr9:121539782-121541630_E",1436,2107
"chr7:58896966-58921694_S",1435,2156
"chr7:58896966-58921694_E",1435,2156
"chr12:87494393-87496062_S",1432,1935
"chr12:87494393-87496062_E",1432,1935
"chr7:126295272-126295354_S",1427,2050
"chr7:126295272-126295354_E",1427,2050
"chr18:77017913-77027263_S",1427,1953
"chr18:77017913-77027263_E",1427,1953
"chr11:62281860-62283330_S",1425,2065
"chr11:62281860-62283330_E",1425,2065
"chr17:57300554-57302877_S",1421,1979
"chr17:57300554-57302877_E",1421,1979
"chr4:155891443-155892935_S",1420,1997
"chr4:155891443-155892935_E",1420,1997
"chr6:115784129-115784762_E",1419,1943
"chr3:28860742-28860885_S",1414,1937
"chr3:28860742-28860885_E",1414,1937
"chr3:123301512-123301760_S",1413,2069
"chr6:6560502-6578478_S",1408,2010
"chr6:6560502-6578478_E",1408,2010
"chr1:92367630-92379732_S",1407,2028
"chr1:92367630-92379732_E",1407,2028
"chr16:37468082-37469375_E",1407,2018
"chr16:56377311-56382719_E",1405,2975
"chr3:88458093-88459661_S",1397,1939
"chr3:88458093-88459661_E",1397,1939
"chr4:43495622-43495696_S",1392,2024
"chr4:43495622-43495696_E",1392,2024
"chr14:58039074-58039378_S",1388,1989
"chr14:58039074-58039378_E",1388,1989
"chr19:8770769-8770989_S",1387,1964
"chr17:26009753-26009906_S",1384,1999
"chr4:152423488-152432392_S",1383,2171
"chr4:152423488-152432392_E",1383,2171
"chr2:156021161-156021806_E",1383,1954
"chr19:46689235-46689953_S",1381,1864
"chr19:46689235-46689953_E",1381,1864
"chr11:4652221-4653903_S",1379,2061
"chr9:108449661-108449749_S",1378,1960
"chr9:108449661-108449749_E",1378,1960
"chr9:66854980-66856610_S",1378,1860
"chr9:66854980-66856610_E",1378,1860
"chr5:135818632-135818930_E",1373,2135
"chr4:40272855-40277652_S",1372,2013
"chr4:40272855-40277652_E",1372,2013
"chr10:60138138-60138194_E",1371,2018
"chr7:127447671-127447922_S",1366,1998
"chr7:127447671-127447922_E",1366,1998
"chr11:106115145-106115609_S",1365,1987
"chr10:30598863-30647715_S",1361,2004
"chr10:30598863-30647715_E",1361,2004
"chr4:137049931-137056023_S",1360,2089
"chr4:137049931-137056023_E",1360,2089
"chr1:64081597-64117865_S",1357,1935
"chr1:64081597-64117865_E",1357,1935
"chr13:73468536-73475534_S",1357,1880
"chr13:73468536-73475534_E",1357,1880
"chr2:83488506-83488873_S",1355,1982
"chr2:83488506-83488873_E",1355,1982
"chr7:110680172-110680713_E",1353,1981
"chr6:39569647-39573384_S",1353,1870
"chr6:39569647-39573384_E",1353,1870
"chr11:101333632-101334326_E",1350,1900
"chr1:163607472-163610553_S",1345,1967
"chr1:163607472-163610553_E",1345,1967
"chr1:172146991-172147150_S",1344,1941
"chr3:96538885-96539004_S",1343,1911
"chr5:145069791-145071874_E",1342,1920
"chr5:24646260-24646333_S",1336,1856
"chr15:98764639-98768894_S",1334,1876
"chr15:98764639-98768894_E",1334,1876
"chr9:66943411-66950859_S",1318,1960
"chr4:43028294-43028937_S",1310,1759
"chr7:7287274-7290644_S",1308,1802
"chr7:7287274-7290644_E",1308,1802
"chr3:32801939-32802609_S",1308,1799
"chrX:93456132-93460447_S",1306,1882
"chrX:93456132-93460447_E",1306,1882
"chr2:26240571-26241346_S",1305,1767
"chr19:42272120-42272561_E",1304,2044
"chr4:140703528-140704688_E",1299,1862
"chr9:54452769-54453172_S",1298,1960
"chr3:60437226-60503014_S",1295,1887
"chr3:60437226-60503014_E",1295,1887
"chr2:10060973-10061580_S",1295,1861
"chr2:136723560-136727392_E",1294,1824
"chr12:72146898-72147383_E",1293,1767
"chr8:123340748-123341046_S",1293,1756
"chr8:123340748-123341046_E",1293,1756
"chr17:56915693-56915845_S",1290,1717
"chr17:56915693-56915845_E",1290,1717
"chr2:90694010-90695527_E",1282,1781
"chr12:101935894-101941918_S",1282,1730
"chr12:101935894-101941918_E",1282,1730
"chr3:87964084-87964292_S",1281,1735
"chr3:87964084-87964292_E",1281,1735
"chr7:105392271-105392432_S",1278,1880
"chrX:105059477-105063184_S",1275,1812
"chrX:105059477-105063184_E",1275,1812
"chr2:26240571-26241784_S",1274,1736
"chr2:26240571-26241784_E",1274,1736
"chr2:105794636-105795608_S",1270,1681
"chr2:105794636-105795608_E",1270,1681
"chr18:36928218-36929089_S",1269,1894
"chr18:36928218-36929089_E",1269,1894
"chr10:5783142-5791271_E",1268,1896
"chr3:94940296-94940792_S",1268,1760
"chr14:101932654-101933337_E",1268,1733
"chrX:40761344-40765216_E",1264,1927
"chr12:55461284-55465021_S",1264,1786
"chr12:55461284-55465021_E",1264,1786
"chr9:37456628-37456995_S",1260,1910
"chr9:37456628-37456995_E",1260,1910
"chr17:35472331-35472448_S",1260,1706
"chr11:102054994-102056185_S",1253,1839
"chr11:102054994-102056185_E",1253,1839
"chr17:25116115-25116187_S",1252,1729
"chr17:25116115-25116187_E",1252,1729
"chr14:54664696-54666040_S",1251,1659
"chr14:54664696-54666040_E",1251,1659
"chr7:45353038-45353136_S",1249,1767
"chr1:120041264-120044115_S",1248,2012
"chr1:10012381-10012547_S",1248,1695
"chr1:10012381-10012547_E",1248,1695
"chr4:132260699-132260792_E",1246,1771
"chr11:95281505-95282313_S",1246,1692
"chr11:95281505-95282313_E",1246,1692
"chr5:146891994-146892177_S",1246,1674
"chr19:9961692-9961923_S",1245,1699
"chr7:44120732-44120838_S",1244,1936
"chr7:44120732-44120838_E",1244,1936
"chr11:69859367-69859921_S",1240,1651
"chr11:69859367-69859921_E",1240,1651
"chr2:26482293-26482429_E",1237,1753
"chr3:107805593-107805766_E",1234,1759
"chr7:111953162-111954153_E",1232,1864
"chr1:86064839-86066801_S",1228,1695
"chr17:23893650-23893857_E",1225,1711
"chr11:62495293-62495480_S",1224,1639
"chr2:121698013-121729278_S",1219,1819
"chr2:121698013-121729278_E",1219,1819
"chr4:132037816-132038144_E",1217,1673
"chr2:90889473-90889598_S",1216,1685
"chr2:90889473-90889598_E",1216,1685
"chr14:55754583-55754688_E",1215,1724
"chr12:72263604-72263688_E",1214,1731
"chr1:97813512-97822085_S",1209,2138
"chr11:97603358-97604218_E",1208,1699
"chr18:36929164-36929551_S",1203,1688
"chr18:36929164-36929551_E",1203,1688
"chr10:116887182-116888920_S",1203,1673
"chr19:10183898-10184527_S",1203,1581
"chr2:166907401-166907606_S",1200,1699
"chr2:166907401-166907606_E",1200,1699
"chr7:139679620-139679791_S",1198,1724
"chr7:139679620-139679791_E",1198,1724
"chr7:115932334-115932930_E",1194,1585
"chr5:73538196-73538608_S",1192,3313
"chr5:73538196-73538608_E",1192,3313
"chr14:55134497-55134577_S",1192,1636
"chr17:87750155-87754220_S",1187,1843
"chr17:87750155-87754220_E",1187,1843
"chr3:132366503-132373145_S",1186,1612
"chr3:132366503-132373145_E",1186,1612
"chrX:37700711-37702097_E",1185,1626
"chr19:5851995-5852331_S",1184,1713
"chr8:85698322-85700628_S",1184,1657
"chr6:113311370-113311474_E",1183,1740
"chr9:63301958-63306157_S",1180,1621
"chr7:29932407-29932491_E",1180,1541
"chr19:6884496-6884609_E",1177,1549
"chr13:47251820-47252818_S",1173,1594
"chr13:47251820-47252818_E",1173,1594
"chr1:151769184-151791232_S",1173,1527
"chr5:100951896-100952197_S",1172,1564
"chr10:79981142-79981256_S",1171,1608
"chr10:79981142-79981256_E",1171,1608
"chr7:15672354-15672835_E",1169,1558
"chr10:29023750-29024180_S",1167,1651
"chr10:29023750-29024180_E",1167,1651
"chr11:104213367-104218797_E",1165,1762
"chr15:12140739-12146234_S",1164,1589
"chr15:12140739-12146234_E",1164,1589
"chr11:70775795-70777836_S",1164,1547
"chr11:70775795-70777836_E",1164,1547
"chr15:98764384-98764552_E",1162,1618
"chr4:119136397-119138766_S",1159,1558
"chr4:119136397-119138766_E",1159,1558
"chr17:36566962-36568333_S",1159,1516
"chr17:36566962-36568333_E",1159,1516
"chrX:101229267-101230001_S",1158,1530
"chr16:7225904-7227554_S",1153,1664
"chr9:62284646-62284835_S",1149,1539
"chr5:146771320-146771801_S",1149,1524
"chr19:6108356-6108457_E",1149,1518
"chr16:13652659-13652998_E",1147,1498
"chr11:101297851-101298956_S",1146,1546
"chr17:79243497-79244303_E",1146,1456
"chr11:6378433-6379095_E",1145,1504
"chr2:179817750-179817866_S",1143,1538
"chr2:179817750-179817866_E",1143,1538
"chr10:40802615-40806626_E",1142,1692
"chr18:42874259-43031809_S",1140,1548
"chr18:42874259-43031809_E",1140,1548
"chr17:87743363-87750123_S",1139,1615
"chr1:160865843-160866026_E",1139,1464
"chr13:56222206-56230932_S",1134,1538
"chr17:26344539-26345244_S",1134,1494
"chr11:62208857-62210191_S",1129,1560
"chr11:62208857-62210191_E",1129,1560
"chr16:94225047-94225945_S",1127,1495
"chr1:23916876-23930940_S",1126,1562
"chr10:95809941-95825423_S",1120,1472
"chr10:95809941-95825423_E",1120,1472
"chr11:78431825-78432186_S",1118,1462
"chr11:78431825-78432186_E",1118,1462
"chr6:38511946-38516093_E",1117,1511
"chr8:112495420-112505882_S",1115,1455
"chr8:112495420-112505882_E",1115,1455
"chr7:44512619-44512802_E",1112,1473
"chr6:124891953-124894522_S",1108,1562
"chr6:124891953-124894522_E",1108,1562
"chr1:160864886-160865074_S",1108,1430
"chr1:160864886-160865074_E",1108,1430
"chr8:106424961-106425039_E",1104,1384
"chr15:43115011-43115600_E",1102,1470
"chr4:137949500-137950800_S",1098,1442
"chr4:133855118-133855228_S",1097,1509
"chr4:133855118-133855228_E",1097,1509
"chr15:102056660-102057614_S",1091,2085
"chr15:102056660-102057614_E",1091,2085
"chr10:108478260-108526744_S",1090,1491
"chr10:108478260-108526744_E",1090,1491
"chr5:145071983-145073711_S",1085,1443
"chr5:145071983-145073711_E",1085,1443
"chr14:19862306-19862416_E",1083,1381
"chr11:114559641-114559731_E",1082,1402
"chr11:70126295-70126849_S",1082,1341
"chr11:70126295-70126849_E",1082,1341
"chr13:23868605-23876158_S",1081,1987
"chr18:63119360-63119481_S",1080,1444
"chr4:130221132-130223366_S",1079,1387
"chr8:110295730-110298002_S",1078,1419
"chr8:110295730-110298002_E",1078,1419
"chr17:46567797-46567918_E",1077,1413
"chr13:55468028-55468124_S",1075,1447
"chr13:55468028-55468124_E",1075,1447
"chr2:160524695-160526367_E",1075,1384
"chr14:8519632-8520435_E",1073,1388
"chr17:26049985-26050075_E",1072,1350
"chr11:55341452-55345706_E",1069,1375
"chr11:87872397-87874697_E",1067,1455
"chr11:84727551-84728666_S",1067,1393
"chr9:14419266-14421495_S",1066,1376
"chr3:157242224-157243223_E",1065,1440
"chr7:81550172-81555307_S",1065,1391
"chr7:81550172-81555307_E",1065,1391
"chr1:78585581-78762583_S",1063,1372
"chr1:78585581-78762583_E",1063,1372
"chr11:62494473-62495228_E",1063,1343
"chr1:160862765-160863321_S",1063,1342
"chr1:160862765-160863321_E",1063,1342
"chrX:72833727-72833964_S",1062,1424
"chrX:72833727-72833964_E",1062,1424
"chr1:42687617-42702715_S",1060,1784
"chr1:42687617-42702715_E",1060,1784
"chr14:56906022-56909861_E",1060,1327
"chr19:5652403-5652477_S",1059,1404
"chr19:5652403-5652477_E",1059,1404
"chr9:106207216-106226880_S",1055,1468
"chr9:106207216-106226880_E",1055,1468
"chr7:97049565-97056072_S",1052,1346
"chr17:79227273-79227405_S",1045,1349
"chr2:132406632-132410539_S",1044,1390
"chr2:132406632-132410539_E",1044,1390
"chr2:121193582-121193978_S",1041,1386
"chr13:114444427-114453392_S",1041,1322
"chr13:114444427-114453392_E",1041,1322
"chr8:70764347-70765355_S",1039,1317
"chr8:70764347-70765355_E",1039,1317
"chr8:94906517-94906729_E",1037,2793
"chr15:79030384-79035535_E",1035,1305
"chr8:3671612-3672341_S",1024,1336
"chr8:3671612-3672341_E",1024,1336
"chr4:57945213-57950838_S",1023,1348
"chr4:57945213-57950838_E",1023,1348
"chr7:65721074-65724069_E",1022,1354
"chr13:55923261-55924417_S",1022,1341
"chr4:104589378-104598709_E",1020,1394
"chr16:32877549-32877759_S",1020,1272
"chr16:32877549-32877759_E",1020,1272
"chr1:131849787-131852323_S",1019,1306
"chr1:131849787-131852323_E",1019,1306
"chr19:3339088-3340976_S",1019,1275
"chr17:26418504-26418586_S",1017,1371
"chr17:26418504-26418586_E",1017,1371
"chr10:43401405-43406593_S",1016,1253
"chr10:43401405-43406593_E",1016,1253
"chr6:83034376-83034478_S",1015,1263
"chr11:94188747-94190781_S",1014,1317
"chr11:94188747-94190781_E",1014,1317
"chr5:100950977-100951835_E",1014,1298
"chr12:111506317-111506563_E",1014,1292
"chr16:36706591-36707600_S",1011,1260
"chr16:36706591-36707600_E",1011,1260
"chr17:34042091-34042170_S",1009,1249
"chr17:13232500-13233912_S",1007,1301
"chr12:29825593-29833619_S",1004,1313
"chr7:12659529-12659663_S",1004,1223
"chr2:132628467-132634249_S",1002,1544
"chr2:132628467-132634249_E",1002,1544
"chr15:58808310-58809200_S",1002,1280
"chr15:58808310-58809200_E",1002,1280
"chr4:107742197-107744373_E",1002,1274
"chr18:42408658-42421172_S",1000,1265
"chr18:42408658-42421172_E",1000,1265
"chr7:64399992-64402818_E",998,1353
"chr5:110252035-110252133_S",997,1247
"chr17:46960035-46960809_E",995,1271
"chr1:91303805-91304039_E",995,1252
"chr19:6955805-6955925_S",995,1244
"chr19:6955805-6955925_E",995,1244
"chr2:132636016-132636671_E",993,1460
"chr9:108911158-108911238_S",993,1235
"chr9:108911158-108911238_E",993,1235
"chr5:121342616-121343468_E",992,1269
"chr6:39575300-39576325_S",991,1261
"chr6:39575300-39576325_E",991,1261
"chr18:63797404-63804652_S",989,1295
"chr18:63797404-63804652_E",989,1295
"chr16:94210589-94211691_E",987,1314
"chr17:23996074-23998601_S",982,1269
"chr17:23996074-23998601_E",982,1269
"chr7:28670864-28671956_S",979,1219
"chr7:28670864-28671956_E",979,1219
"chr4:75863264-75865279_S",978,1324
"chr2:35072460-35073404_S",977,1257
"chr1:155440468-155443330_S",977,1228
"chr5:14590816-14718978_E",976,1311
"chr18:60909624-60910001_E",976,1200
"chrX:134968422-134968799_S",972,1214
"chrX:134968422-134968799_E",972,1214
"chr12:109524755-109537824_S",970,1342
"chr12:109524755-109537824_E",970,1342
"chr3:87830373-87830516_E",967,1201
"chr17:27344933-27352713_S",960,1185
"chr17:27344933-27352713_E",960,1185
"chr17:47998214-47998823_S",958,1202
"chrX:72822778-72823071_E",958,1199
"chr16:96268991-96295015_S",954,1278
"chr16:96268991-96295015_E",954,1278
"chr19:28968070-28972440_S",949,1206
"chr5:23686325-23687399_E",948,1185
"chr4:40937195-40939076_S",947,1189
"chr4:40937195-40939076_E",947,1189
"chr12:105775692-105775782_E",947,1168
"chr9:69926798-69929718_E",945,1150
